"ID","Category","Question","Answer","Status","ResponseTimeMs","Timestamp","ErrorMessage"
"14","بطاقة موظف","أبي أعدل بياناتي الشخصية في النظام وين ألقى الشاشة؟","حتى تعدل بياناتك الشخصية في النظام، يمكنك الوصول إلى شاشة تعديل البيانات عبر الخطوات التالية:

اختر ""البيانات الشخصية"" من قائمة طلبات بطاقة الموظف.
ستظهر لك شاشة البيانات الشخصية التي تمكِّنك من التعديل على جميع بياناتك الشخصية.
لتعديل البيانات الشخصية، اضغط على زر ""تعديل""، وبعدها يمكنك تحديث البيانات المطلوبة مثل الاسم الأول، اسم الأب، اسم الجد، واسم العائلة… إلخ.
بعد الانتهاء من التعديلات، احفظ التغييرات من نفس الشاشة.

المصدر: [دليل المستخدم] - User Manual HPA-part-1of2.pdf","success","5185","2026-03-20T05:12:16.077Z",""
"15","بطاقة موظف","كيف أضيف مؤهل علمي جديد حصلت عليه؟","لإضافة مؤهل علمي جديد حصلت عليه، يمكن تحديث بياناتك وإضافة المؤهل العلمي عبر الدخول على الخدمة الذاتية للموظف، ثم اختيار خدمة ""تحديث بيانات الموظف""، وبعدها تعبئة البيانات المطلوبة وإرفاق المستندات الداعمة للمؤهل العلمي الجديد.

المصدر: [الأسئلة الشائعة]","success","2628","2026-03-20T05:12:20.717Z",""
"16","إجازات","وش الفرق بين إجازة الوفاة للرجال والنساء؟","توجد فروق بين إجازة الوفاة للرجال والنساء بحسب اللائحة التنفيذية للموارد البشرية في الخدمة المدنية:


الموظف (الرجل) يستحق إجازة لمدة خمسة أيام براتب كامل في حالة وفاة زوجه أو أحد أقاربه حتى الدرجة الثالثة.
الموظفة (المرأة) تستحق إجازة لفترة عدة الوفاة (العدة الشرعية) براتب كامل، وتبدأ من يوم الوفاة وتحتسب العطل الرسمية وعطلة نهاية الأسبوع ضمنها ولا يعوض عنها الموظف.

بذلك، إجازة الوفاة للرجل محددة بخمسة أيام، بينما للمرأة هي فترة العدة الشرعية الكاملة بحسب النظام.

المصدر: [دليل المستخدم] - HRSD-Regulations.pdf","success","3662","2026-03-20T05:12:26.391Z",""
"17","إجازات","كم يوم إجازة الأبوة للموظفين؟","مدة إجازة الأبوة منصوص عليها في اللوائح التنفيذية للموارد البشرية في الخدمة المدنية ضمن أنواع الإجازات، ولكن لا يوجد في النص المسترجع عدد الأيام بشكل محدد. إذا كنت بحاجة لمعرفة عدد الأيام بالضبط، يمكنك مراجعة نص اللائحة المعتمدة للتأكد من المدة المحددة.

المصدر: [دليل المستخدم] - hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf","success","4171","2026-03-20T05:12:32.576Z",""
"18","إجازات","توفي قريبي أبغى أقدم إجازة وفاة وش المطلوب؟","يمكن تقديم طلب إجازة وفاة.
الخطوات:

الدخول الى رابط تقديم طلب اجازة
الضغط على زر جديد
اختيار نوع الاجازة: إجازة وفاة
تعبئة الخانات والحفظ

المصدر: [الأسئلة الشائعة]","success","4679","2026-03-20T05:12:39.267Z",""
"19","استعلامات","كيف أتأكد من عدد إجازاتي المرضية هذا العام؟","يمكنك الاستعلام عن رصيد إجازاتك المرضية للعام الحالي من خلال الدخول على البوابة الإلكترونية، ثم الذهاب إلى قسم ""طلباتي"" واختيار ""الإجازات""، وستظهر لك تفاصيل رصيد الإجازات المستحقة والمستخدمة والمتبقية.

المصدر: [الأسئلة الشائعة]","success","2654","2026-03-20T05:12:43.934Z",""
"20","استعلامات","ابغى أتذكر إذا أخذت إجازة بشهر فبراير أو لا؟","لا يمكنني الإجابة على هذا السؤال لأنه غير مغطى ضمن المعلومات المتاحة لدي.","success","2142","2026-03-20T05:12:48.088Z",""
"21","بوابة","وش صندوق الوارد في البوابة وشلون أستخدمه؟","صندوق الوارد في البوابة هو شاشة تُستخدم لعرض جميع طلبات الموظفين التي تكون مرحلة الاعتماد الحالية لها من صلاحية المستخدم الحالي. تظهر الطلبات في جدول يحتوي على معلومات مثل رقم الطلب، اسم الموظف، نوع الطلب، وتاريخ الطلب.

يمكنك من خلال هذه الشاشة:

مراجعة الطلبات المرسلة إليك لاعتمادها أو رفضها.
اختيار طلب أو أكثر من الطلبات المعروضة لاعتمادها أو رفضها جماعياً عبر الخيارات الموجودة أعلى الجدول.
في حال رفض الطلب، يجب إدخال سبب الرفض.

لاستخدام صندوق الوارد:

من القوائم الرئيسية في البوابة اختر ""صندوق الوارد"".
سيظهر لك جدول بالطلبات التي تحتاج لاعتمادك.
يمكنك تحديد الطلب أو الطلبات ثم اتخاذ الإجراء المناسب (اعتماد أو رفض).
لمزيد من التفاصيل حول الطلب يمكنك استعراضه عبر خيار ""عرض الطلب"".

المصدر: [دليل المستخدم] - User Manual HPA-part-1of2.pdf","success","5197","2026-03-20T05:12:55.297Z",""
"22","طلبات","كيف أشوف طلباتي السابقة اللي قدمتها؟","لمشاهدة طلباتك السابقة التي قدمتها عبر بوابة الخدمة الذاتية للموظف، يمكنك الدخول إلى شاشة ""طلبات بطاقة الموظف"". في هذه الشاشة ستظهر لك بيانات الطلبات السابقة التي قمت بتقديمها، وتشمل جميع التفاصيل الخاصة بالطلب مثل نوع الجهة، اسم الجهة، تاريخ بداية العمل ونهايته، المسمى الوظيفي، نوع الدوام، بالإضافة إلى رابط لاستعراض أي مرفقات إلكترونية مرتبطة بطلبك. يمكنك أيضًا الاستعلام عن بياناتك الشخصية والوظيفية وطلباتك السابقة من خلال قائمة الاستعلامات المتاحة في البوابة.

المصدر: [دليل المستخدم] - User Manual HPA-part-1of2.pdf","success","5207","2026-03-20T05:13:02.516Z",""
"23","انتداب","ليش ما أقدر أعدل وسيلة السفر في طلب الانتداب؟","لا يُسمح بتغيير وسيلة السفر أو أي بيانات متعلقة بطريقة السفر إلى خيار آخر إذا صدر أمر إركاب للموظف لهذا الانتداب.

المصدر: [الأسئلة الشائعة]","success","4699","2026-03-20T05:13:09.230Z",""
"24","انتداب","وش الحقول الإلزامية اللي لازم أدخلها في طلب الإفادة عن الانتداب؟","الحقول الإلزامية التي يجب إدخالها في طلب الإفادة عن الانتداب هي:

جهة الإفادة
رقم القرار
تاريخ القرار

المصدر: [الأسئلة الشائعة]","success","2146","2026-03-20T05:13:13.390Z",""
"25","انتداب","إذا حفظت طلب انتداب هل ينزل مباشرة لشؤون الموظفين؟","لا، عند حفظ طلب الانتداب لا يتم إرساله مباشرة إلى شؤون الموظفين، بل يتم حفظ الطلب ويمكن لصاحب الطلب التعديل عليه أو إرساله لاحقاً، حيث يتم إرساله فقط عند الضغط على زر “إرسال”.

المصدر: [الأسئلة الشائعة]","success","2649","2026-03-20T05:13:18.050Z",""
"26","إعارة","كم أقصى مدة للإعارة في النظام؟","أقصى مدة للإعارة المتصلة هي ست (6) سنوات، ولا تجوز إعارة خدمات الموظف مرة أخرى إلا بعد مضي مدة لا تقل عن ثلاث (3) سنوات من انتهاء مدة الإعارة المتصلة البالغة ست سنوات. كما أنه في جميع الأحوال لا يجوز أن يزيد مجموع مدد إعارة الموظف على عشر (10) سنوات خلال مدة خدمته الوظيفية.

المصدر: [دليل المستخدم] - hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf","success","4181","2026-03-20T05:13:24.244Z",""
"27","شكاوى","هل أقدر أقدم شكوى في البوابة وكيف؟","نعم، يمكنك تقديم شكوى في البوابة.
الخطوات:

الدخول إلى رابط ""تقديم شكوى أو اقتراح"".
الضغط على زر ""جديد"".
تعبئة الخانات المطلوبة ثم الحفظ.

سيتم استقبال الشكوى ودراستها من قبل المختصين.

المصدر: [الأسئلة الشائعة]","success","4159","2026-03-20T05:13:30.415Z",""
"28","اقتراحات","وين ألقى شاشة تسجيل الاقتراحات للموظفين؟","تجد شاشة تسجيل الاقتراحات للموظفين في بوابة الخدمة الذاتية للموظف. للدخول إليها، اختر ""تقديم شكوى أو اقتراح"" من قائمة ""الخدمات وتقديم الطلبات"". ستظهر لك شاشة خاصة تتيح تقديم الشكاوى والاقتراحات، ويعرض النظام الشكاوى والاقتراحات المقدمة مسبقًا في جدول. لإضافة اقتراح جديد، اضغط على زر ""جديد"" وستفتح شاشة فرعية لإدخال تفاصيل الاقتراح وتقديمه للنظام.

المصدر: [دليل المستخدم] - User Manual HPA-part-1of2.pdf","success","4715","2026-03-20T05:13:37.140Z",""
"29","إجازات","وش الفرق بين الإجازة الاستثنائية والإجازة الدراسية؟","الإجازة الاستثنائية هي إجازة يجوز منحها للموظف لأسباب تقبلها الجهة الحكومية ولا تزيد مدتها على سنتين خلال خمس سنوات سواء كانت متصلة أو متفرقة. كما تستحق الموظفة السعودية مرافقة الزوج أو من تعوله شرعاً إلى الخارج إجازة استثنائية بقدر مدة المرافقة وبحد أقصى لا يتجاوز عشر سنوات طوال خدمتها الوظيفية.

أما الإجازة الدراسية فهي مخصصة للابتعاث أو الإيفاد لغرض الدراسة. كلا النوعين من الإجازات (الاستثنائية والدراسية) لا تحتسب مدتهما ضمن سنوات الخبرة المطلوبة للترقية، كما أنه لا يجوز النظر في ترقية الموظف إذا كان في إجازة دراسية أو استثنائية.

بذلك، الفرق الرئيسي أن الإجازة الاستثنائية تمنح لأسباب خاصة بقرار من الجهة ولا ترتبط مباشرة بالدراسة، بينما الإجازة الدراسية تُمنح لغرض الدراسة (الابتعاث أو الإيفاد)، وكلتاهما لا تحتسب في الترقية أو الخدمة اللازمة لبعض الأغراض النظامية.

المصدر: [دليل المستخدم] - hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf","success","5217","2026-03-20T05:13:44.368Z",""
"30","إجازات","كم مدة إجازة مرافقة المريض؟","تنص اللائحة التنفيذية للموارد البشرية في الخدمة المدنية (مادة 147) أنه في حال اضطرار الموظف لمرافقة أحد أقاربه لعلاجه، أو رغبت الأم في مرافقة طفلها الذي لا يتجاوز عمره 12 عاماً، يُسمح لهم باستخدام رصيدهم من الإجازات العادية. وإذا زادت مدة المرافقة على ما يستحق من الإجازات العادية، فيسمح له بالغياب ويُعامل عن المدة الزائدة وفقاً للفقرة (أ) من المادة (141) من اللائحة، وذلك بحسب ما تحدده التقارير الطبية ووفق الشروط النظامية.

كما يجوز بقرار من الوزير المختص منح الموظف إجازة استثنائية لا تزيد مدتها على سنتين خلال خمس سنوات سواء كانت لمدة متصلة أو لمدد متفرقة (مادة 148).

المصدر: [دليل المستخدم] - hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf","success","4179","2026-03-20T05:13:50.558Z",""
"31","خطابات","كيف أطلب خطاب تعريف من البوابة؟","لطلب خطاب تعريف من البوابة، يمكنك اتباع الخطوات التالية:


من قائمة ""خطابات الموظف"" اختر ""تسجيل طلب خطاب تعريف"".
سيظهر لك نموذج يتيح لك إدخال المعلومات التالية:
نوع الطلب: اختر بين ""خارجي"" أو ""داخلي"".
موضوع الخطاب: أدخل موضوع خطاب التعريف.
موجه إلى: أدخل اسم الجهة الموجه لها الخطاب.
نص الخطاب: أدخل نص خطاب التعريف.
بعد إدخال المعلومات يمكنك اختيار نموذج الطباعة المناسب إذا رغبت بطباعته.
بعد حفظ الطلب، سيظهر لك رقم خاص للطلب ويمكنك تعديل تاريخ الخطاب إذا لزم الأمر.

المصدر: [دليل المستخدم] - User Manual HPA-part-1of2.pdf","success","4688","2026-03-20T05:13:57.256Z",""
"32","خطابات","ابغى أطبع خطاب تعريف بالراتب والبدلات وين القاها؟","يمكنك طباعة خطاب التعريف بالراتب والبدلات من خلال الدخول على صفحة التعريف بالراتب من الخدمات الذاتية للموظف، ثم تحديد نوع التعريف المطلوب (بما في ذلك البدلات)، واختيار اللغة، والضغط على أيقونة الطباعة.

المصدر: [الأسئلة الشائعة]","success","2656","2026-03-20T05:14:01.924Z",""
"33","خطابات","كيف أقدم على شهادة خبرة من النظام؟","لتقديم طلب شهادة خبرة من النظام، يجب عليك اتباع الخطوات التالية:


الدخول إلى قائمة ""خطابات الموظف"".
اختيار ""تسجيل طلب شهادة خبرة"".
ستظهر لك شاشة تحتوي على عدة حقول، منها:
الرقم الخاص للطلب: يظهر تلقائياً بعد الحفظ.
تاريخ الخطاب: يمكنك تغييره باختيار التاريخ المناسب.
خطاب خارجي: اختر إذا كان الخطاب موجهاً لجهة خارجية (نعم/لا).
موضوع الخطاب: أدخل موضوع شهادة الخبرة.
موجه إلى: اكتب اسم الجهة التي سترسل إليها شهادة الخبرة.
نص الخطاب: أدخل نص شهادة الخبرة المطلوب.
نموذج الطباعة: إذا كان الحقل مفعل، اختر النموذج الذي سيتم استخدامه لطباعة شهادة الخبرة.
بعد إدخال البيانات المطلوبة، يمكنك حفظ الطلب واستكمال الإجراءات اللازمة لطباعة شهادة الخبرة.

المصدر: [دليل المستخدم] - User Manual HPA-part-1of2.pdf","success","5212","2026-03-20T05:14:09.147Z",""
"34","انتداب","ليش ما أقدر أعدل بيانات خط السير في قرار الانتداب؟","لا يمكن تعديل بيانات خط السير في قرار الانتداب بعد اعتماد القرار من صاحب الصلاحية، حيث تصبح جميع الحقول المتعلقة بالقرار للقراءة فقط ولا يمكن تعديلها.

المصدر: [الأسئلة الشائعة]","success","2153","2026-03-20T05:14:13.311Z",""
"35","مستودعات","وش صفة الطلب في طلب صرف المواد وشلون أحددها؟","صفة الطلب في طلب صرف المواد هي حقل يتم اختياره من قائمة منسدلة، وتضم الخيارات التالية:

عادي (وهي القيمة الافتراضية)
عاجل
عاجل جداً

لتحديد صفة الطلب، عليك تحديدها عند إنشاء طلب صرف المواد أو عند البحث عن الطلب من خلال اختيارها من القائمة المنسدلة المخصصة لهذا الغرض في شاشة النظام. هذا الاختيار يتم بشكل اختياري حسب الحاجة.

المصدر: [دليل المستخدم] - دليل المستخدم لبوابة المستودعات والمشتريات.pdf","success","4212","2026-03-20T05:14:19.535Z",""
"36","مستودعات","كيف أسجل خطاب تأمين في بوابة المستودعات؟","لتسجيل خطاب التأمين في بوابة المستودعات، يرجى اتباع الخطوات التالية:


الدخول إلى النظام.
اختيار قائمة أوامر الشراء.
اختيار ""خطابات الضمان"".
الضغط على أيقونة ""إضافة"".
تعبئة الحقول المطلوبة ثم الضغط على ""حفظ"".


المصدر: [دليل المستخدم] - دليل المستخدم لبوابة المستودعات والمشتريات.pdf","success","2649","2026-03-20T05:14:24.196Z",""
"37","مستودعات","أبي أعتمد خطاب طلب تأمين من الجهة الطالبة وين ألقاها؟","يمكنك اعتماد خطاب طلب التأمين من الجهة الطالبة من خلال الدخول على صفحة ""الطلبات المالية""، ثم الذهاب إلى طلبات التأمين، وستجد كافة الطلبات المقدمة ويمكنك استعراض الخطاب الذي ترغب في اعتماده.

المصدر: [الأسئلة الشائعة]","success","2137","2026-03-20T05:14:28.344Z",""
"38","مستودعات","وش مراحل اعتماد خطاب التأمين في البوابة؟","مراحل اعتماد خطاب التأمين في بوابة المستودعات والمشتريات تمر بالخطوات التالية:


بعد إدخال كافة البيانات المطلوبة لطلب التأمين، يتم الحفظ ويتحقق النظام من صحة البيانات المدخلة.
تبدأ متابعة مراحل اعتماد الطلب من الموظفين المسؤولين، وتشمل:
اعتماد خطاب طلب التأمين من الجهة الطالبة (يتم من خلال مسؤول في الجهة الطالبة).
اعتماد خطاب طلب التأمين من إدارة المشتريات.
اعتماد خطاب طلب التأمين من إدارة المستودعات (إذا لزم الأمر).
اعتماد خطاب طلب التأمين من الجهة الفنية (إذا لزم الأمر).
في كل مرحلة، يمكن اعتماد الطلب أو رفضه مع توضيح سبب الرفض وإدخال ملاحظات عند الاعتماد إذا لزم الأمر.
بعد كل مرحلة، تتغير حالة الطلب مثل ""معتمد من الجهة الطالبة""، ""معتمد من إدارة المشتريات""، ""معتمد من المستودعات""، ""معتمد من الجهة الفنية""، أو ""مرفوض"" من أي جهة بحسب القرار.

المصدر: [دليل المستخدم] - دليل_المستخدم_لبوابة_المستودعات_والمشتريات.pdf","success","6237","2026-03-20T05:14:36.592Z",""
"39","مستودعات","كيف أضيف صنف في طلب التأمين؟","يمكن إضافة صنف في طلب التأمين من خلال الخطوات التالية:

الدخول على أيقونة المنشأة، تظهر شاشة الطلبات، ثم قم باختيار طلبات التأمين.
تظهر شاشة طلبات التأمين، ويمكن البحث برقم الطلب أو اسم المنشأة أو اسم المستخدم.
لطلب تأمين جديد، اضغط على ""طلب جديد"".
تظهر شاشة طلب جديد، قم بتعبئة الحقول المطلوبة، ثم أضف الأصناف بالضغط على أيقونة ""إضافة صنف"".
بعد الإضافة، يمكن تعديل أو حذف الصنف.
بعد الانتهاء من إضافة الأصناف ومراجعة البيانات، اضغط على ""حفظ"" أو ""إرسال"" لإتمام العملية.

المصدر: [دليل المستخدم] - دليل المستخدم لبوابة المستودعات والمشتريات.pdf","success","4172","2026-03-20T05:14:42.774Z",""
"40","مستودعات","وش معنى الكمية المتوفرة والكمية المحجوزة في المستودع؟","الكمية المتوفرة في المستودع هي الكمية الموجودة فعليًا من الصنف والمخزنة حاليًا ويعرضها النظام عند مراجعة أرصدة المستودع. أما الكمية المحجوزة فهي الكمية من الصنف نفسه التي تم حجزها بالفعل بناءً على طلبات سابقة أو عمليات صرف، أي أنها غير متاحة للاستخدام الحر لأنها محجوزة لطلبات معينة. هناك أيضًا ما يُسمى ""الكمية المتاحة""، وهي الكمية التي يمكن صرفها فعلياً بعد خصم الكمية المحجوزة من الكمية المتوفرة في المستودع.

المصدر: [دليل المستخدم] - دليل_المستخدم_لبوابة_المستودعات_والمشتريات.pdf","success","5730","2026-03-20T05:14:50.516Z",""
"41","مستودعات","كيف أسجل طلب صرف مواد من المستودع؟","لتسجيل طلب صرف مواد من المستودع، يجب اتباع الخطوات التالية من خلال بوابة المستودعات والمشتريات:


الدخول إلى شاشة ""طلب صرف مواد"".
الضغط على زر ""جديد"" من شريط المهام.
ستظهر لك شاشة تسجيل طلب صرف مواد.
قم بإدخال البيانات المطلوبة وتشمل:
الفرع.
نوع طلب الصرف.
الجهة الطالبة.
صفة الطلب (عادي، عاجل، عاجل جداً).
المستودع.
السنة.
الرقم الخاص للطلب.
الرقم المتسلسل للطلب (إن وجد).
تاريخ الطلب.
حالة المستند.
سبب أو الغرض من الطلب.
ملاحظات (إن وجدت).
تاريخ التسليم المتوقع.
بعد إدخال جميع البيانات، اضغط على ""حفظ"" ليتم حفظ الطلب ومراجعته من قبل الجهة المختصة.

المصدر: [دليل المستخدم] - دليل_المستخدم_لبوابة_المستودعات_والمشتريات.pdf","success","5727","2026-03-20T05:14:58.254Z",""
"42","مستودعات","ليش ما يظهر عندي المستودع اللي أبي أختاره؟","قد يكون سبب عدم ظهور المستودع الذي ترغب في اختياره هو أن المستودعات التي تظهر في القائمة تكون فقط المستودعات المسموح التعامل معها والمعرّفة مسبقاً في إعدادات بوابة المستودعات. يمكن لمسؤول النظام تحديد أي المستودعات تظهر للمستخدمين من خلال إعدادات البوابة، ويجب إدخال رقم المستودع والتأكد أن نوع المستودع يسمح بالتعامل معه في النظام (أي لا يكون مستودع استقبال خارجي أو ساحة استلام فقط). إذا لم يكن المستودع معرفاً بهذا الشكل أو لم تتم إضافته ضمن المستودعات المسموح التعامل معها، فلن يظهر لك ضمن قائمة الاختيار.

لذلك يُنصح بالتواصل مع المسؤول عن إعدادات النظام للتأكد من إضافة المستودع وإعطائك الصلاحيات اللازمة حتى يتم ظهوره لك في البوابة.

المصدر: [دليل المستخدم] - دليل_المستخدم_لبوابة_المستودعات_والمشتريات.pdf","success","5245","2026-03-20T05:15:05.511Z",""
"43","مستودعات","كيف أضيف محضر استلام جديد؟","لإضافة محضر استلام جديد، يجب عليك اتباع الخطوات التالية عبر شاشة محضر الاستلام في وضع الإضافة:


اضغط على زر ""جديد"" من شريط المهام.
ستظهر شاشة إضافة محضر الاستلام.
اختر المستودع من خلال الضغط على زر البحث بجانب حقل المستودع ثم اختر المستودع المطلوب من القائمة المعروضة.
سيعرض النظام رمز واسم الوحدة الإدارية المستلمة (وهي جهة العمل الفعلية للمستخدم الحالي)، ولا يمكن تعديلها.
اختر نوع الاستلام من القائمة المنسدلة (مثل: محضر فحص، هدايا، منح، هبات، تبرعات، تم إصلاحها، شراء مباشر، منافسات، أخرى).
تظهر الحقول المطلوبة للمحضر بناءً على نوع الاستلام الذي تحدده (مثلاً في ""محضر فحص"" يمكنك إدخال رقم بوليصة الشحن وتاريخها اختياريًا).
بعد إدخال البيانات المطلوبة، احفظ المحضر.

المصدر: [دليل المستخدم] - دليل_المستخدم_لبوابة_المستودعات_والمشتريات.pdf","success","5757","2026-03-20T05:15:13.279Z",""
